Banco,Producto_Codigo,Producto_Nombre,Concepto,Descripcion_Breve,Tipo,Tasa_Porcentaje_MN,Tasa_Porcentaje_ME,Monto_Fijo_MN,Monto_Fijo_ME,Monto_Minimo_MN,Monto_Maximo_MN,Monto_Minimo_ME,Monto_Maximo_ME,Moneda,Fecha_Vigencia,Fecha_Extraccion,Periodicidad,Oportunidad_Cobro,Observaciones
Banco_de_la_Nación,tasas-tarjeta-credito,Tasas Tarjeta de Crédito,COPIA DE DOCUMENTOS VINCULADOS A LA CONTRATACIÓN Y ADMINISTRACIÓN DE LA CUENTA U OPERACIÓN,Costo por copia de documentos relacionados a la cuenta o operación.,COMISION,,,2.0,,,,,,MN,,2025-10-24,Por página,,2. Duplicado de contrato u otro documento | 1. Copia de documentos vinculados a la contratación y administración de la cuenta u operación (k) | Cliente: Persona Natural
Banco_de_la_Nación,tasas-tarjeta-credito,Tasas Tarjeta de Crédito,PAGO DE TARJETA BN DESDE OTRA ENTIDAD,Comisión por pago de tarjeta BN realizado desde otra entidad financiera.,COMISION,,,,,,,,,MN,,2025-10-24,,,3. Transacciones a través de otras instituciones | 1. Pago de tarjeta BN desde otra entidad (l) | Cliente: Persona Natural
Banco_de_la_Nación,tasas-tarjeta-credito,Tasas Tarjeta de Crédito,REVISIÓN Y ANÁLISIS DE FACULTADES DE REPRESENTANTES DEL CLIENTE,Costo por revisión y análisis de facultades de representantes del cliente.,COMISION,,,9.0,,,,,,MN,,2025-10-24,Por operación,,1. Poderes | 1. Revisión y análisis de facultades de representantes del cliente (g) | Cliente: Persona Natural
Banco_de_la_Nación,tasas-prestamos-consumo,Tasas Préstamos de Consumo,PRÉSTAMO MULTIRED SIN CONVENIO,Tasa de interés anual efectiva para préstamos Multired sin convenio hasta 24 meses.,TASA,12.99,,,,,,,,MN,28/12/2024,2025-10-24,Anual,Por única vez,PRÉSTAMO MULTIRED SIN CONVENIO (El cliente tiene la opción de no amortizar el capital e intereses en los meses de abril y diciembre) | Condiciones: Hasta 24 meses | Cliente: Persona Natural
Banco_de_la_Nación,tasas-prestamos-consumo,Tasas Préstamos de Consumo,PRÉSTAMO MULTIRED SIN CONVENIO,Tasa de interés anual efectiva para préstamos Multired sin convenio hasta 36 meses.,TASA,13.99,,,,,,,,MN,28/12/2024,2025-10-24,Anual,Por única vez,PRÉSTAMO MULTIRED SIN CONVENIO (El cliente tiene la opción de no amortizar el capital e intereses en los meses de abril y diciembre) | Condiciones: Hasta 36 meses | Cliente: Persona Natural
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Por Certificación de cheque girado contra la cuenta,Comisión por certificar fondos de un cheque girado contra la cuenta.,COMISION,,,16.0,5.0,,,,,AMBAS,18/10/2021,2025-10-24,Por operación,,Por la certificación de los fondos al que asciende un cheque. Vigente desde 18/10/2021 | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Por el Servicio de Canje de Cheques de Otros Bancos Depositados en Cuentas del BBVA,Comisión por canje de cheques de otros bancos depositados en cuentas BBVA.,COMISION,1.0,,,,36.0,750.0,14.0,267.9,AMBAS,20/01/2015,2025-10-24,Por operación,Al momento de la negociación,Por verificación de fondos cobrada al momento de la negociación del cheque. Vigente desde 20/01/2015 | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Por la remesa de un cheque de otro banco depositado en una cuenta del BBVA en una localidad en donde no hay oficinas del banco emisor,"Comisión por remesa de cheque de otro banco depositado en BBVA, sin oficina del emisor.",COMISION,1.0,,,,36.0,750.0,14.0,267.9,AMBAS,20/01/2015,2025-10-24,Por operación,Al momento de la información del cheque,Cobrada al beneficiario al momento de la información del cheque. Vigente desde 20/01/2015 | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Por la remesa de un cheque de otro banco emitido en una localidad en donde no existe oficinas del BBVA,Comisión por remesa de cheque de otro banco sin oficina BBVA en la localidad de emisión.,COMISION,1.0,,,,36.0,750.0,14.0,267.9,AMBAS,20/01/2015,2025-10-24,Por operación,,Vigente desde 20/01/2015 | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Depósito de cheque del BBVA en la misma localidad en donde se contrató la cuenta contra la que se giró el cheque,Comisión por depósito de cheque BBVA en la misma localidad de la cuenta girada.,COMISION,,,1.0,0.4,,,,,AMBAS,20/01/2015,2025-10-24,Por operación,,Vigente desde 20/01/2015 | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Cobro de cheque del BBVA en localidad distinta a donde se contrató la cuenta de cargo,Comisión por cobro de cheque BBVA en una localidad diferente a la de la cuenta de cargo.,COMISION,0.5,,,,7.0,1200.0,2.5,428.6,AMBAS,20/01/2015,2025-10-24,Por operación,,A cargo del beneficiario del cheque. Vigente desde 20/01/2015 | Condiciones: A cargo del beneficiario del cheque | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Emisión de cheque de gerencia con cargo en cuenta contratada en la misma localidad donde se emite el cheque,Comisión por emisión de cheque de gerencia con cargo en cuenta de la misma localidad.,COMISION,,,18.0,5.5,,,,,AMBAS,15/03/2024,2025-10-24,Por operación,Al momento de la emisión,Gastos a cargo del ordenante al momento de la emisión. Vigente desde 15/03/2024 | Condiciones: Cargo del ordenante | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Emisión de Cheque de gerencia en una localidad distinta a donde se contrato la cuenta de cargo,Comisión por emisión de cheque de gerencia en localidad distinta a la cuenta de cargo.,COMISION,0.5,,,,7.0,1200.0,2.5,428.6,AMBAS,20/01/2015,2025-10-24,Por cheque,,"Por cada cheque. Si es con cargo en cuenta de otra plaza, verificar emisión interplaza. Vigente desde 20/01/2015 | Condiciones: Verificar emisión interplaza si es con cargo en cuenta de otra plaza. | Cliente: Persona Jurídica"
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Por Negociación de cheques a nuestro cargo en plazas sin presencia de los bancos presentadores por intermedio de la Cámara de Compensación Electrónica,Comisión por negociación de cheques a cargo en plazas sin presencia de bancos presentadores vía CCE.,COMISION,1.0,,,,36.0,750.0,14.0,267.9,AMBAS,20/01/2015,2025-10-24,Por operación,Al día siguiente de su presentación,"Se aplica al Banco presentador, a cobrarse al día siguiente de su presentación. Vigente desde 20/01/2015 | Condiciones: Aplica al Banco presentador. | Cliente: Persona Jurídica"
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Por Emisión de Talonarios de cheques,Comisión por emisión de talonarios de cheques personales y comerciales.,COMISION,,,24.0,6.2,,,,,MN,15/03/2024,2025-10-24,Por talonario,,Talonario personal de 25 cheques. Vigente desde 15/03/2024 | Condiciones: Talonario personal de 25 cheques. | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Por Emisión de Talonarios de cheques,Comisión por emisión de talonarios de cheques comerciales.,COMISION,,,34.0,8.8,,,,,MN,15/03/2024,2025-10-24,Por talonario,,Talonario comercial de 50 cheques. Vigente desde 15/03/2024 | Condiciones: Talonario comercial de 50 cheques. | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Cheque Devuelto / Rechazado,Comisión por cheque devuelto o rechazado.,COMISION,,,50.0,13.5,,,,,AMBAS,18/10/2021,2025-10-24,Por cheque,,Vigente desde 18/10/2021 | Cliente: Persona Jurídica
BBVA_Continental,emision-certificacion-depositos-cobros,"Emisión, Certificación de Depósitos y Cobros",Anulación de Cheques,Comisión por anulación de cheques.,COMISION,,,5.0,3.0,,,,,AMBAS,18/10/2021,2025-10-24,Por cheque,,Vigente desde 18/10/2021 | Cliente: Persona Jurídica
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Grifos - Grifos y estaciones de servicio,Comisión por transacciones en grifos y estaciones de servicio.,COMISION,1.5,1.5,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Grifos - Surtidores de combustible automatizados,Comisión por transacciones en surtidores de combustible automatizados.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Venta de alimentos y lácteos - Tiendas de comestibles y supermercados,Comisión por transacciones en tiendas de comestibles y supermercados.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Venta de alimentos y lácteos - Proveedor de carne congelada,Comisión por transacciones con proveedores de carne congelada.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Venta de alimentos y lácteos - Tiendas de productos lácteos,Comisión por transacciones en tiendas de productos lácteos.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Panaderías - Panaderías,Comisión por transacciones en panaderías.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Tiendas de conveniencia - Tiendas de conveniencia,Comisión por transacciones en tiendas de conveniencia.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,"Telecomunicaciones - Servicios de telecomunicaciones, incluidas llamadas locales y de larga distancia, llamadas co",Comisión por transacciones de servicios de telecomunicaciones.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,"Entretenimiento - Cable, satélite y otros servicios de televisión/radio/transmisión de pago","Comisión por transacciones de servicios de cable, satélite y transmisión de pago.",COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,"Aseguradoras - Aseguradoras. Ventas, suscripción y primas de seguros","Comisión por transacciones de aseguradoras, ventas, suscripción y primas de seguros.",COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,"Educación - Institutos educativos, universidades, escuelas profesionales","Comisión por transacciones en institutos educativos, universidades y escuelas profesionales.",COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Educación - Escuelas de Negocios y Secretariado,Comisión por transacciones en escuelas de negocios y secretariado.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Educación - Escuelas de Negocios y Secretariado,Comisión por transacciones en escuelas de negocios y secretariado.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,Educación - Escuelas vocacionales y de oficios,Comisión por transacciones en escuelas vocacionales y de oficios.,COMISION,3.29,3.29,,,,,,,AMBAS,,2025-10-24,Por transacción,,
BBVA_Continental,Comisiones-Adquirencia-el-2025,Comisiones de Adquirencia 2025,N/A,,COMISION,,,,,,,,,,,2025-10-24,,,
BBVA_Continental,cuenta-senior,Cuenta Senior,Cuenta Senior,Tasa de interés anual para la Cuenta Senior.,TASA,0.125,0.125,,,,,,,AMBAS,29/11/2022,2025-10-24,Anual,,Vigente hasta el 29/11/2022
BBVA_Continental,cuenta-senior,Cuenta Senior,Cuenta Senior,Tasa de interés anual para la Cuenta Senior.,TASA,0.0,0.0,,,,,,,AMBAS,30/11/2022,2025-10-24,Anual,,Vigente desde 30/11/2022
BBVA_Continental,cuenta-senior,Cuenta Senior,Conversión de Moneda.,Comisión por cambio de moneda en transacciones en el extranjero.,COMISION,3.0,,,,,,,,MN,23/06/2016,2025-10-24,,,"Aplica para todas las tarjetas de débito. Por servicio de cambio de moneda por las transacciones (compra y disposición de efectivo), hechas en el extranjero en moneda diferente al dólar americano. Vigente desde 23/06/2016 | Condiciones: Aplica para todas las tarjetas de débito."
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiro de dinero realizado en una localidad distinta donde se contrató la Cuenta,Comisión por retiro de efectivo en cajeros o ventanillas fuera de la localidad de contratación.,COMISION,,,,,,,,,AMBAS,19/03/2021,2025-10-24,,,Vigente desde 19/03/2021
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiro de dinero realizado en una localidad distinta donde se contrató la Cuenta,Comisión por retiro de efectivo en Agente Express fuera de la localidad de contratación.,COMISION,,,,,,,,,AMBAS,19/03/2021,2025-10-24,,,Vigente desde 19/03/2021
BBVA_Continental,cuenta-senior,Cuenta Senior,Depósitos desde otra localidad.,Comisión por depósitos en ventanilla o Agente Express desde otra localidad.,COMISION,0.5,,,,7.5,350.0,2.7,125.0,AMBAS,29/11/2022,2025-10-24,,,- Por ventanilla y Agente Express - Aplicable al beneficiario del depósito. - Vigente hasta el 29/11/2022 | Condiciones: Aplicable al beneficiario del depósito.
BBVA_Continental,cuenta-senior,Cuenta Senior,Depósitos realizados desde otra localidad.,"Comisión por depósitos en ventanilla, Agente Express o cajero BBVA desde otra localidad.",COMISION,,,,,,,,,AMBAS,30/11/2022,2025-10-24,,,- Por ventanilla y Agente Express y Cajero Automático BBVA - Aplicable al beneficiario del depósito. - Vigente desde 30/11/2022 | Condiciones: Aplicable al beneficiario del depósito.
BBVA_Continental,cuenta-senior,Cuenta Senior,Por Consulta de Saldos y Movimientos,Comisión por consulta de saldos y movimientos en Agente Express.,COMISION,,,1.0,,,,,,AMBAS,29/11/2022,2025-10-24,,A partir de la 1ra consulta,"Se cobra a partir de la 1ra consulta Para Agente Express Plus, aplican las mismas comisiones del canal Ventanilla Vigente hasta 29/11/2022 | Condiciones: Para Agente Express Plus, aplican las mismas comisiones del canal Ventanilla"
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiros de Dinero o Transferencias entre Cuentas,Comisión por retiros o transferencias en Agente Express y cajero BBVA.,COMISION,,,2.0,,,,,,AMBAS,30/11/2022,2025-10-24,,A partir de la 1ra consulta,"Se cobra a partir de la 1ra consulta Para Agente Express Plus, aplican las mismas comisiones del canal Ventanilla Vigente desde 30/11/2022 | Condiciones: Para Agente Express Plus, aplican las mismas comisiones del canal Ventanilla"
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiros de Dinero o Transferencias entre Cuentas,Comisión por retiros o transferencias en Agente Express (hasta 4 operaciones libres).,COMISION,,,1.0,,,,,,AMBAS,29/11/2022,2025-10-24,,,"Vigente hasta el 29/11/2022 | Condiciones: 4 operaciones sin costo, a partir de la 5ta. operación"
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiros de Dinero o Transferencias entre Cuentas,Comisión por retiros en Agente Express (a partir de la 21va operación).,COMISION,,,5.0,1.2,,,,,AMBAS,30/11/2022,2025-10-24,,,Si recibe su sueldo en esta cuenta los retiros son libres. Vigente desde 30/11/2022 | Condiciones: Si recibe su sueldo en esta cuenta los retiros son libres.
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiros de Dinero o Transferencias entre Cuentas,Comisión por retiros en cajero automático BBVA (a partir de la 21va operación).,COMISION,,,4.0,1.2,,,,,AMBAS,30/11/2022,2025-10-24,,,20 Retiros libres: Desde el 22/12/2022 en Cajero Automático BBVA y desde el 28/12/2022 en Agente Express. | Condiciones: 20 Retiros libres: Desde el 22/12/2022 en Cajero Automático BBVA y desde el 28/12/2022 en Agente Express.
BBVA_Continental,cuenta-senior,Cuenta Senior,Uso de Cajero Automático Otro Banco,Comisión por uso de cajeros automáticos de otros bancos.,COMISION,,,25.0,9.0,,,,,AMBAS,10/08/2020,2025-10-24,,,Aplica para todas las tarjetas de débito Vigente desde 10/08/2020 | Condiciones: Aplica para todas las tarjetas de débito
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiros de Dinero o Transferencias entre Cuentas,Comisión por retiros o transferencias en ventanilla (desde la 2da operación).,COMISION,,,8.0,2.6,,,,,AMBAS,29/11/2022,2025-10-24,,,Vigente hasta el 29/11/2022 | Condiciones: Desde la 2da operación
BBVA_Continental,cuenta-senior,Cuenta Senior,Retiros de Dinero o Transferencias entre Cuentas,Comisión por retiros o transferencias en ventanilla (desde la 2da operación).,COMISION,,,15.0,5.0,,,,,AMBAS,30/11/2022,2025-10-24,,,Vigente desde 30/11/2022 | Condiciones: Desde la 2da operación
BBVA_Continental,cuenta-senior,Cuenta Senior,Por Consulta de Saldos y Movimientos,Comisión por consulta de saldos y movimientos en ventanilla.,COMISION,,,5.0,1.6,,,,,AMBAS,29/11/2022,2025-10-24,,A partir de la primera consulta,A partir de la primera consulta Vigente hasta el 29/11/2022
BBVA_Continental,cuenta-senior,Cuenta Senior,Por Consulta de Saldos y Movimientos,Comisión por consulta de saldos y movimientos en ventanilla.,COMISION,,,10.0,3.3,,,,,AMBAS,30/11/2022,2025-10-24,,A partir de la primera consulta,A partir de la primera consulta Vigente desde 30/11/2022
BBVA_Continental,cuenta-senior,Cuenta Senior,"Consultas de Saldos y Movimientos: Banca por Internet, Banca por Teléfono y Banca Móvil",Comisión por consultas de saldos y movimientos en canales electrónicos.,COMISION,,,,,,,,,AMBAS,01/08/2012,2025-10-24,,,Vigente desde 01/08/2012
BBVA_Continental,cuenta-senior,Cuenta Senior,Mantenimiento de Cuenta,Comisión mensual por mantenimiento de cuenta según saldo.,COMISION,,,,,,,,,AMBAS,31/08/2023,2025-10-24,Mensual,,"Se cobra dependiendo del saldo medio mensual en la cuenta. En caso la cuenta se encuentre vinculada con Préstamo o Tarjeta de Crédito, no habrá costo por el mantenimiento mensual de la cuenta. Vigente desde 31/08/2023 | Condiciones: Se cobra dependiendo del saldo medio mensual en la cuenta. En caso la cuenta se encuentre vinculada con Préstamo o Tarjeta de Crédito, no habrá costo por el mantenimiento mensual de la cuenta."
BBVA_Continental,cuenta-senior,Cuenta Senior,Envío físico de estado de cuenta,Comisión por envío físico mensual del estado de cuenta.,COMISION,,,3.5,1.3,,,,,AMBAS,29/11/2022,2025-10-24,Mensual,,Se envía de manera mensual a solicitud de Usted. Vigente hasta el 29/11/2022 | Condiciones: Se envía de manera mensual a solicitud de Usted.
